Separate indirect from direct design evidence (SIDDE)

Fixed effects model: 

                      comparison  k  nma direct indir.  RoR     z p-value
           lemborexant:trazodone  0 1.04      .   1.04    .     .       .
        lemborexant:trimipramine  0 0.60      .   0.60    .     .       .
            lemborexant:zaleplon  0 1.76      .   1.76    .     .       .
            lemborexant:zolpidem  1 1.13   0.75   1.76 0.43 -3.78  0.0002
           lemborexant:zopiclone  0 1.32      .   1.32    .     .       .
               melatonin:placebo  4 1.10   1.10      .    .     .       .
          melatonin:propiomazine  0 0.85      .   0.85    .     .       .
             melatonin:ramelteon  0 1.03      .   1.03    .     .       .
           melatonin:seltorexant  0 1.75      .   1.75    .     .       .
            melatonin:suvorexant  0 1.11      .   1.11    .     .       .
             melatonin:trazodone  0 0.73      .   0.73    .     .       .
          melatonin:trimipramine  0 0.42      .   0.42    .     .       .
              melatonin:zaleplon  0 1.24      .   1.24    .     .       .
              melatonin:zolpidem  0 0.80      .   0.80    .     .       .
 [ reached getOption("max.print") -- omitted 46 rows ]

Legend:
 comparison - Treatment comparison
 k          - Number of studies providing direct evidence
 nma        - Estimated treatment effect (OR) in network meta-analysis
 direct     - Estimated treatment effect (OR) derived from direct evidence
 indir.     - Estimated treatment effect (OR) derived from indirect evidence
 RoR        - Ratio of Ratios (direct versus indirect)
 z          - z-value of test for disagreement (direct versus indirect)
 p-value    - p-value of test for disagreement (direct versus indirect)
[1] "Percent of comparisons where there is some evidence (p-value<0.05) of disagreement between direct and indirect sources: NaN. (0 out of 0 comparisons)."
[1] "File created on 2022-01-31"
