"1.23 (0.99 to  1.54)","1.88 (1.48 to  2.38)","1.60 (1.27 to  2.01)","1.25 (1.02 to  1.52)","1.89 (0.97 to  3.70)","0.96 (0.66 to  1.40)","1.71 (1.39 to  2.11)","1.58 (1.29 to  1.92)","0.94 (0.71 to  1.25)","1.00 (0.37 to  2.71)","placebo",".","0.98 (0.86 to  1.11)","1.88 (1.03 to  3.45)","1.00 (0.80 to  1.26)","0.63 (0.34 to  1.15)","0.93 (0.26 to  3.34)","1.32 (0.97 to  1.80)","0.68 (0.59 to  0.79)","0.89 (0.70 to  1.12)"
"0.73 (0.35 to  1.52)","1.11 (0.54 to  2.29)","0.95 (0.46 to  1.95)","0.74 (0.35 to  1.54)","1.12 (0.42 to  2.97)","0.57 (0.25 to  1.26)","1.01 (0.49 to  2.10)","0.93 (0.45 to  1.94)","0.56 (0.26 to  1.20)","0.59 (0.17 to  2.00)","0.59 (0.29 to  1.20)","propiomazine",".",".",".",".",".",".",".","1.09 (0.55 to  2.17)"
"1.20 (0.93 to  1.55)","1.83 (1.40 to  2.39)","1.56 (1.20 to  2.02)","1.21 (0.96 to  1.54)","1.84 (0.93 to  3.65)","0.93 (0.63 to  1.37)","1.67 (1.31 to  2.13)","1.54 (1.21 to  1.95)","0.92 (0.67 to  1.25)","0.97 (0.36 to  2.66)","0.97 (0.86 to  1.11)","1.65 (0.80 to  3.38)","ramelteon",".",".",".",".",".",".","0.60 (0.33 to  1.11)"
"1.92 (1.11 to  3.32)","2.93 (1.69 to  5.08)","2.50 (1.44 to  4.32)","1.95 (1.14 to  3.33)","2.95 (1.28 to  6.81)","1.49 (0.80 to  2.79)","2.67 (1.56 to  4.60)","2.46 (1.44 to  4.19)","1.47 (0.83 to  2.61)","1.56 (0.51 to  4.75)","1.56 (0.95 to  2.57)","2.64 (1.11 to  6.27)","1.60 (0.96 to  2.68)","seltorexant",".",".",".",".","0.55 (0.30 to  1.01)","."
"1.24 (0.90 to  1.70)","1.88 (1.36 to  2.62)","1.61 (1.16 to  2.22)","1.25 (0.93 to  1.70)","1.90 (0.94 to  3.86)","0.96 (0.62 to  1.49)","1.72 (1.26 to  2.35)","1.59 (1.17 to  2.14)","0.95 (0.66 to  1.36)","1.00 (0.36 to  2.79)","1.00 (0.80 to  1.26)","1.70 (0.81 to  3.58)","1.03 (0.79 to  1.34)","0.64 (0.37 to  1.12)","suvorexant",".",".",".",".","."
"0.80 (0.48 to  1.34)","1.22 (0.72 to  2.08)","1.04 (0.61 to  1.77)","0.81 (0.48 to  1.37)","1.23 (0.54 to  2.82)","0.62 (0.34 to  1.15)","1.12 (0.66 to  1.89)","1.03 (0.61 to  1.73)","0.61 (0.35 to  1.08)","0.65 (0.22 to  1.95)","0.65 (0.40 to  1.06)","1.10 (0.47 to  2.59)","0.67 (0.40 to  1.10)","0.42 (0.21 to  0.83)","0.65 (0.38 to  1.11)","trazodone",".",".","0.92 (0.48 to  1.76)","."
"0.46 (0.15 to  1.41)","0.71 (0.23 to  2.19)","0.60 (0.19 to  1.87)","0.47 (0.15 to  1.45)","0.71 (0.19 to  2.61)","0.36 (0.11 to  1.17)","0.64 (0.21 to  2.00)","0.59 (0.19 to  1.84)","0.35 (0.11 to  1.12)","0.38 (0.09 to  1.65)","0.38 (0.12 to  1.15)","0.64 (0.17 to  2.38)","0.39 (0.13 to  1.19)","0.24 (0.07 to  0.82)","0.37 (0.12 to  1.17)","0.58 (0.17 to  1.94)","trimipramine",".",".","."
"1.34 (0.98 to  1.85)","2.05 (1.48 to  2.84)","1.75 (1.27 to  2.40)","1.36 (1.00 to  1.85)","2.07 (1.02 to  4.20)","1.05 (0.67 to  1.63)","1.87 (1.37 to  2.56)","1.72 (1.28 to  2.32)","1.03 (0.71 to  1.49)","1.09 (0.39 to  3.04)","1.09 (0.86 to  1.38)","1.85 (0.88 to  3.88)","1.12 (0.86 to  1.47)","0.70 (0.41 to  1.21)","1.09 (0.78 to  1.51)","1.68 (0.98 to  2.86)","2.90 (0.93 to  9.07)","zaleplon","0.78 (0.58 to  1.03)","."
"0.86 (0.67 to  1.11)","1.31 (1.01 to  1.71)","1.12 (0.87 to  1.44)","0.87 (0.69 to  1.10)","1.32 (0.67 to  2.62)","0.67 (0.45 to  1.00)","1.20 (0.94 to  1.53)","1.10 (0.89 to  1.37)","0.66 (0.48 to  0.90)","0.70 (0.26 to  1.91)","0.70 (0.62 to  0.80)","1.18 (0.58 to  2.42)","0.72 (0.60 to  0.86)","0.45 (0.27 to  0.74)","0.70 (0.54 to  0.90)","1.07 (0.66 to  1.76)","1.86 (0.61 to  5.71)","0.64 (0.51 to  0.81)","zolpidem","0.57 (0.39 to  0.84)"
"0.79 (0.61 to  1.03)","1.21 (0.95 to  1.53)","1.03 (0.81 to  1.30)","0.80 (0.62 to  1.05)","1.22 (0.61 to  2.44)","0.62 (0.41 to  0.93)","1.10 (0.86 to  1.41)","1.02 (0.78 to  1.32)","0.61 (0.44 to  0.85)","0.64 (0.24 to  1.76)","0.64 (0.54 to  0.77)","1.09 (0.55 to  2.17)","0.66 (0.54 to  0.82)","0.41 (0.24 to  0.70)","0.64 (0.48 to  0.85)","0.99 (0.59 to  1.65)","1.71 (0.56 to  5.28)","0.59 (0.44 to  0.78)","0.92 (0.76 to  1.12)","zopiclone"
