Study,Author,Intervention,Code,Intervention_BZD_grouped,Code_BZD_grouped,Year,Imputation.0.not_imputed.1.imputed_from_BL.2.imputed_SD_from_p.value,X0.published.1.unpublished.2.both,Sponsorship,Country,Modality,Dose.mg..,Drugs_excluded,Dose_Licensed1_notL_0,Drug_class,eligible_arms_grouped,Setting,intervention_n_weeks,FU_n_weeks,Age_Mean,Age_SD,age_over_65.1.yes.0.no.2.overlaps.,X.males,Dx_Criteria,Randomised,X1A_Dropouts12w,X1A_Dropouts3m,X1B_QoS_Mean12w,X1B_QoS_SD12w,X1B_QoS_Ncompleted12w,X1B_QoS_Scale_used12w,X1B_QoS_ScaleDirection12w,X1B_QoSMean3m,X1B_QoS_SD3m,X1B_QoS_Ncompleted3m,X1B_QoS_Scaleused3m,X2A_DropoutsAE12w,X2A_DropoutsAE3m,N_patientswithAEs,Sequence_Generation,Allocation_Concealment,Blinding_participants,Blinding_of_outcome_assessors,Incomplete_outcome_data ,Selective_outcome_reporting,Other_sources_of_bias,bias_overall_high1_low2_unclear3,bias_very_low,eligible_arms_individual,NOSP_SOL_Mean12w,NOSP_SOL_SD12w,NOSP_SOL_Unitofmeasure12w,NOSP_SOL_Ncompleted,NOSP_SOL12w_Imputation (0=no;1=yes - from baseline or other study; 2=calculated ,NOSP_NA_Mean12w ,NOSP_NA_SD12w ,NOSP_NA_Unitofmeasure12w,NOSP_NA_Ncompleted12w,NOSP_NA12w_Imputation (0=no;1=yes),NOSP_TST_Mean12w ,NOSP_TST_SD12w ,NOSP_TST_Unitofmeasure12w,NOSP_TST_Ncompleted12w,NOSP_TST12w_Imputation (0=no;1=yes),NOSP_WASO_Mean12w ,NOSP_WASO_SD12w ,NOSP_WASO_Unitofmeasure12w,NOSP_WASO_Ncompleted12w,NOSP_WASO12w_Imputation (0=no;1=yes),NOSP_SOL_Mean3m,NOSP_SOL_SD3m,NOSP_SOL_Unitofmeasure3m,NOSP_SOL_Ncompleted3m,NOSP_SOL3m_Imputation (0=no;1=yes),NOSP_NA_Mean3m,NOSP_NA_SD3m,NOSP_NA_Unitofmeasure3m,NOSP_NA_Ncompleted3m,NOSP_NA3m_Imputation (0=no;1=yes),NOSP_TST_Mean3m,NOSP_TST_SD3m,NOSP_TST_Unitofmeasure3m,NOSP_TST_Ncompleted3m,NOSP_TST3m_Imputation (0=no;1=yes),NOSP_WASO_Mean3m,NOSP_WASO_SD3m,NOSP_WASO_Unitofmeasure3m,NOSP_WASO_Ncompleted3m,NOSP_WASO3m_Imputation (0=no;1=yes),2C_PSG_SOL_Mean12w,2C_PSG_SOL_SD12w,2C_PSG_SOL_Ncompleted12w,2C_PSG_SOL_SD12w_Imputation,2C_PSG_SOL_Mean3m,2C_PSG_SOL_SD3m,2C_PSG_SOL_Ncompleted3m,2C_PSG_SOL_SD3m_imputation,2D_PSG_WASO_Mean12w,2D_PSG_WASO_SD12w,2D_PSG_WASO_Ncompleted12w,2D_PSG_WASO_SD12w_Imputation,2D_PSG_WASO_Mean3m,2D_PSG_WASO_SD3m,2D_PSG_WASO_Ncompleted3m,2D_PSG_WASO_SD3m_Imputation,2E_PSG_TST_Mean12w,2E_PSG_TST_SD12w,2E_PSG_TST_Ncompleted12w,2E_PSG_TST_SD12w_Imputation,2E_PSG_TST_Mean3m,2E_PSG_TST_SD3m,2E_PSG_TST_Ncompleted3m,2E_PSG_TST_SD3m_Imputation,2F_PSG_NA_Mean12w,2F_PSG_NA_SD12w,2F_PSG_NA_Ncompleted12w,2F_PSG_NA_SD12w_Imputation,2F_PSG_NA_Mean3m,2F_PSG_NA_SD3m,2F_PSG_NA_Ncompleted3m,2F_PSG_NA_SD3m_Imputation,age_cat,N_patientswithAEs,N_patientswithSAEs,QOS_mean_baseline,QOS_SD_baseline,n_ana_QOS,imputed_1yes_from another timepoint_0no,X1B_QoS_ScaleDirection12w,,FU_n_weeks,QoS_Rebound_Endpoint_Mean,QoS_Rebound_Endpoint_SD,QoS_Rebound_Endpoint_Ncompleted,QoS_Rebound_Endopoint_Timing,QoS_Rebound_Endpoint_SD_Imputed,PSG_SOL_Rebound_Mean,PSG_SOL_Rebound_SD,PSG_SOL_Rebound_Ncompleted,PSG_SOL_Rebound_Timing,PSG_SOL_Rebound_SD_Imputation,PSG_WASO_Rebound_Mean,PSG_WASO_Rebound_SD,PSG_WASO_Rebound_Ncompleted,PSG_WASO_Rebound_Timing,PSG_WASO_Rebound_SD_Imputation,PSG_TST_Rebound_Mean,PSG_TST_Rebound_SD,PSG_TST_Rebound_Ncompleted,PSG_TST_Rebound_Timing,PSG_TST_Rebound_SD_Imputation,PSG_NA_Rebound_Mean,PSG_NA_Rebound_SD,PSG_NA_Rebound_Ncompleted,PSG_NA_Rebound_Timing,PSG_NA_Rebound_SD_Imputation,NOSP_SOL_Rebound_Mean,NOSP_SOL_Rebound_SD,NOSP_SOL_Rebound_Ncompleted,NOSP_SOL_Rebound_Timing,NOSP_SOL_Rebound_SD_Imputation,NOSP_WASO_Rebound_Mean,NOSP_WASO_Rebound_SD,NOSP_WASO_Rebound_Ncompleted,NOSP_WASO_Rebound_Timing,NOSP_WASO_Rebound_SD_Imputation,NOSP_TST_Rebound_Mean,NOSP_TST_Rebound_SD,NOSP_TST_Rebound_Ncompleted,NOSP_TST_Rebound_Timing,NOSP_TST_Rebound_SD_Imputation,NOSP_NA_Rebound_Mean,NOSP_NA_Rebound_SD,NOSP_NA_Rebound_Ncompleted,NOSP_NA_Rebound_Timing,NOSP_NA_Rebound_SD_Imputation,Epworth_Sleepiness_Scale_(ESS) _mean,Epworth_Sleepiness_Scale_(ESS) _SD,Epworth_Sleepiness_Scale_(ESS) _Ncompleted,Epworth_Sleepiness_Scale_(ESS) _Timing,Epworth_Sleepiness_Scale_(ESS) _Imputed,Abdominal_pain_discomfort_,Diaphragmatic_disorder_,Abnormal_dreams_,Administration_site_reactions_,Agitation_,Allergic_conditions_,Anxiety_,ARRHYTHMIAHEART_RATE_DISORDER_,Blood_pressure_decreased_,Blood_pressure_increased_,Blood_test_abnormality_,Boddy_as_a_whole_Aes_,Bruxism_,Cardiac_disorders_,Chest_pain_,Cognitive_disorders_,Confusional_state_,Constipation_,Coordination_and_balance_distur_,Coronary_artery_stent_insertion_,Death_,Decreased_appetite_,Depression_,Device_occlusion_,Diabetes_mellitus_incl_subtype_,Diarrhoea_,Disturbance_in_attention_,Disturbances_in_thinking_and_pe_,Dizziness_,Drug_ineffective_,Dry_mouth_,Dysgeusia_,Dyspepsia_,Ear_and_labyrinth_disorders_,ECG_abnormal_,Electrolyte_and_fluid_balance_c_,Emotional_and_mood_disturbances_,Energy_increased_,Events_indicative_of_abuse_pote_,Eye_disorders_,Fall_,Fatigueasthenia_,Feeling_abnormal_,Feeling_cold_,Fever_,Gastrointestinal_disorders_,General_disorders_administrati_,HAEMATOLOGY_BLOOD_TEST_ABNORMAL_,Hangover_effects_,Headache_,Hepatobiliary_disorders_,Hot_flush_,Hyperglycemia_,Hyperhidrosis_,Hypnagogichypnopompic_hallucin_,Increased_appetite_,Infection_,Inflammation_,Injury_,Insomnia_,Investigations_,Lipid_profile_alteration_,Liver_function_test_abnormal_,Memory_impairment_,MENSTRUAL_DISORDER_SYSMPTOMS_,Metabolism_and_nutrition_disord_,Movement_disorders_incl_parkin_,Muscular_weakness_,Musculoskeletal_and_connective_,MUSCULOSKELETAL_PAIN_AND_DISCOM_,Nauseavomiting_,Neoplasms_,Nervous_system_disorders_,Oedema_,Ovarian_and_fallopian_tube_diso_,Pain_,Paraesthesias_and_dysaesthesias_,Parasomnias_,Postprocedural_haemorrhage_,Product_administration_errors_,Psychiatric_disorders_,Reproductive_system_and_breast_,Respiratory_disorder_,Respiratory_tract_infections_an_,Respiratory_thoracic_and_media_,SEDATIONSOMNOLENCE_,Sexual_dysfunction_,Skin_and_subcutaneous_tissue_di_,Sleep_disorder_,Sleep_disorders_,Sleep_paralysis_,Special_senses_,Speech_disorders_and_disturbanc_,Suicidal_ideationbehaviour_,Surgical_and_medical_procedures_,Thrist_dry_mouth_,Thyroid_gland_disorders_,Urinary_tract_signs_and_symptom_,Vascular_disorders_,Vertigo_,Visual_impairment_,Weight_decreased_,Weight_increased_,Sponsored_arm_0-no_1-yes_2-unclear,above_median_severity,Maximum_scale
29,Ferretti 1980,triazolam,22,BZD-short,4,1980,0,0,The Upjohn Company,Italy,Once a day,.25,0,1,2,1,Inpatients,2,,73,5,1,43,Other,14,3,,-1.8400,,11,1 to 3 scale (1= deep; 2= moderate; 3= light sleep),-,,,,,0,,1,Unclear,Unclear,Low,Low,Unclear,Low,High,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1
29,Ferretti 1980,placebo,1,placebo,1,1980,0,0,The Upjohn Company,Italy,Once a day,,0,0,0,1,Inpatients,2,,75,7,1,14,Other,14,3,,-2.2700,,11,1 to 3 scale (1= deep; 2= moderate; 3= light sleep),-,,,,,0,,1,Unclear,Unclear,Low,Low,Unclear,Low,High,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,-1
30,Fillingim 1979,temazepam,21,BZD-intermediate,5,1979,0,0,"Not reported (Candler General Hospital, Savannah, Georgia)",USA,Once a day,30,0,1,2,1,General practice,1,,,,0,,Other,25,1,,-2.0000,2.0500,24,"1-7 scores scale (1=maximum response, 7=worse response)",-,,,,,0,,4,Unclear,Unclear,Low,Low,Low,Low,Low,2,0,1,39.00,24.40,min,25,1,,,,,,422.00,76.67,min,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-1
30,Fillingim 1979,placebo,1,placebo,1,1979,0,0,"Not reported (Candler General Hospital, Savannah, Georgia)",USA,Once a day,,0,0,0,1,General practice,1,,,,0,,Other,25,0,,-3.5600,2.0500,25,"1-7 scores scale (1=maximum response, 7=worse response)",-,,,,,0,,7,Unclear,Unclear,Low,Low,Low,Low,Low,2,0,1,73.00,45.13,min,25,1,,,,,,379.00,71.84,min,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-1
31,Fillingim 1982,flurazepam,11,BZD-long,6,1982,0,0,"Not reported (Candler General Hospital, Savannah, Georgia)",USA,Once a day,30,0,1,2,1,Specialistic,1,,81,,2,11,Other,25,0,,-1.8800,2.1600,25,1-5 scale (1=best 5=worst),-,,,,,0,,7,Low,Low,Low,Unclear,Low,Low,Low,2,0,1,47.00,23.29,min,25,1,,,,,,556.00,57.21,min,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,-1
31,Fillingim 1982,temazepam,21,BZD-intermediate,5,1982,0,0,"Not reported (Candler General Hospital, Savannah, Georgia)",USA,Once a day,30,0,1,2,1,Specialistic,1,,81,,2,11,Other,25,0,,-2.0800,1.9000,25,1-5 scale (1=best 5=worst),-,,,,,0,,4,Low,Low,Low,Unclear,Low,Low,Low,2,0,1,43.00,24.40,min,25,1,,,,,,554.00,76.67,min,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,-1
31,Fillingim 1982,placebo,1,placebo,1,1982,0,0,"Not reported (Candler General Hospital, Savannah, Georgia)",USA,Once a day,,0,0,0,1,Specialistic,1,,81,,2,11,Other,25,0,,-3.5200,2.0300,25,1-5 scale (1=best 5=worst),-,,,,,0,,2,Low,Low,Low,Unclear,Low,Low,Low,2,0,1,80.00,45.13,min,25,1,,,,,,468.00,71.84,min,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-1
32,Fry 2000,zaleplon,24,zaleplon,8,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,5,0,1,3,,Specialistic,4,1,43,12,0,31,DSM-III-R,118,20,,-3.3800,1.0200,101,1-7 scale 1= excellent 7= extremely poor,-,,,,,3,,91,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,,34.50,47.00,min (median not mean),101,1,1.71,1.10,n/night (median),90,1,360.00,69.00,min (median not mean),101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,,-4,1,118,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,61.15,49.90,98,1 night discontinuation,0,,,,,,360.00,69.00,97,1 night discontinuation,1,2.00,1.10,72,1 night discontinuation,1,,,,,,11,,10,,,0,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,10,,,,,,,,,,47,,,,,,,4,,,,,,,,5,,,,,8,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1,0,-1
32,Fry 2000,zaleplon,24,zaleplon,8,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,10,0,1,3,,Specialistic,4,1,40,10,0,46,DSM-III-R,120,18,,-3.5400,1.0200,102,1-7 scale 1= excellent 7= extremely poor,-,,,,,5,,89,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,,20.30,46.00,min (median not mean),102,1,1.57,1.50,n/night (median),91,1,376.30,73.00,min (median not mean),102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,,-4.13,1,119,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,57.40,45.40,100,1 night discontinuation,0,,,,,,360.00,73.00,100,1 night discontinuation,1,2.00,1.50,64,1 night discontinuation,1,,,,,,3,,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,4,,,,,,,,,,46,,,,,,,1,,,,,,,,3,,,,,14,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,0,-1
32,Fry 2000,zaleplon,24,zaleplon,8,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,7.5,0,1,3,1,Specialistic,4,1,42,11,0,39,DSM-III-R,238,38,,-3.4600,1.0200,203,1-7 scale 1= excellent 7= extremely poor,-,,,,,8,,180,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,1,27.37,46.93,min (median not mean),203,1,1.64,1.31,n/night (median),181,1,368.19,71.33,min (median not mean),203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,,-4.07,1,237,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,47.60,198,1 night discontinuation,0,,,,,,360.00,70.87,197,1 night discontinuation,1,2.00,1.30,136,1 night discontinuation,1,,,,,,14,,13,,,1,2,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,14,,,,,,,,,,93,,,,,,,5,,,,,,,,8,,,,,19,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,1,0,-1
32,Fry 2000,zaleplon,24,zaleplon,8,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,20,0,0,3,,Specialistic,4,1,41,13,0,39,DSM-III-R,121,21,,-3.2900,1.0200,101,1-7 scale 1= excellent 7= extremely poor,-,,,,,10,,96,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,,13.40,42.00,min (median not mean),101,1,1.60,2.60,n/night (median),90,1,377.50,68.00,min (median not mean),101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,,-4,1,116,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,54.08,45.60,98,1 night discontinuation,0,,,,,,360.00,68.00,97,1 night discontinuation,1,2.00,2.60,72,1 night discontinuation,1,,,,,,5,,5,,,0,3,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,8,,,,,,,,,,59,,,,,,,8,,,,,,,,9,,,,,11,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,0,-1
32,Fry 2000,zolpidem,25,zolpidem,9,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,10,0,1,3,1,Specialistic,4,1,42,11,0,46,DSM-III-R,117,21,,-3.1500,1.0200,98,1-7 scale 1= excellent 7= extremely poor,-,,,,,7,,97,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,1,19.00,40.00,min (median not mean),98,1,1.67,1.50,n/night (median),89,1,392.90,67.00,min (median not mean),98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,,-4,1,115,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,71.13,50.18,96,1 night discontinuation,0,,,,,,330.00,67.00,95,1 night discontinuation,1,2.00,1.50,69,1 night discontinuation,1,,,,,,4,,10,,,7,7,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,7,,,,,,,,,,50,,,,,,,9,,,,,,,,4,,,,,9,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,0,0,-1
32,Fry 2000,placebo,1,placebo,1,2000,2,0,"Wyeth-Ayerst Research, Radnor, Pa. ",USA,Once a day,,0,0,0,1,Specialistic,4,1,43,12,0,46,DSM-III-R,119,12,,-3.4300,1.0200,107,1-7 scale 1= excellent 7= extremely poor,-,,,,,4,,98,Unclear,Unclear,Unclear,Unclear,Low,Low,Low,3,0,1,36.45,51.00,min (median not mean),107,1,1.71,1.00,n/night (median),102,1,364.30,59.00,min (median not mean),107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,,-4,1,118,1,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,56.45,41.77,106,1 night discontinuation,0,,,,,,360.00,59.00,106,1 night discontinuation,1,2.00,1.00,82,1 night discontinuation,1,,,,,,4,,4,,,2,3,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,3,,,,,,,,,,49,,,,,,,4,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,0,0,-1
33,Fünfgeld 1985,triazolam,22,BZD-short,4,1985,0,0,"Not reported (Schlobberg-Klinik, Wittgenstein)",Germany,Once a day,.25,0,1,2,1,mixed (inpatients and outpatients),2,1,,,2,,Other,149,45,,,,,,,,,,,,, ,Unclear,Unclear,Low,Low,Low,Unclear,Low,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
33,Fünfgeld 1985,flunitrazepam,10,BZD-long,6,1985,0,0,"Not reported (Schlobberg-Klinik, Wittgenstein)",Germany,Once a day,2,0,1,2,1,mixed (inpatients and outpatients),2,1,,,2,,Other,142,29,,,,,,,,,,,,, ,Unclear,Unclear,Low,Low,Low,Unclear,Low,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
33,Fünfgeld 1985,placebo,1,placebo,1,1985,0,0,"Not reported (Schlobberg-Klinik, Wittgenstein)",Germany,Once a day,,0,0,0,1,mixed (inpatients and outpatients),2,1,,,2,,Other,154,34,,,,,,,,,,,,, ,Unclear,Unclear,Low,Low,Low,Unclear,Low,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
34,Goldenberg 1994,zopiclone,26,zopiclone,10,1994,1,0,Not reported (various Univerities and Hospitals),"Belgium, Finland, France, The Netherlands, Eire",Once a day + as needed,7.5,0,1,3,1,Specialistic,8,,43,9,0,36,Other,231,,,-24.6000,14.8000,231,LSEQ-QOS 100mm (the less the better),-,,,,,,,54,Unclear,Unclear,Unclear,Unclear,High,High,Unclear,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,0,-39.2,15,231,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
34,Goldenberg 1994,placebo,1,placebo,1,1994,1,0,Not reported (various Univerities and Hospitals),"Belgium, Finland, France, The Netherlands, Eire",Once a day + as needed,,0,0,0,1,Specialistic,8,,43,9,0,37,Other,227,,,-36.3000,14.7000,227,LSEQ-QOS 100mm (the less the better),-,,,,,,,30,Unclear,Unclear,Unclear,Unclear,High,High,Unclear,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,0,-39,15,227,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
35,Gooneratne 2012,melatonin,27,melatonin,11,2012,0,0,No (National Center for Complementary and Integrative Health (NCCIH); Conflict of interests: none),USA,Once a day,.4,0,0,4,,Specialistic,1,4,73,6,1,22,Other,9,0,,-9.6000,3.3000,9,PSQI (0-21 the less the better),-,,,,,0,, ,Low,Low,Low,Low,Low,Unclear,Low,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.20,31.10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, ,,-11.6,3,9,0,-,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
35,Gooneratne 2012,melatonin,27,melatonin,11,2012,0,0,No (National Center for Complementary and Integrative Health (NCCIH); Conflict of interests: none),USA,Once a day,4,0,0,4,,Specialistic,1,4,76,5,1,30,Other,10,0,,-7.9000,2.6000,10,PSQI (0-21 the less the better),-,,,,,0,, ,Low,Low,Low,Low,Low,Unclear,Low,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.20,42.40,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, ,,-11.2,5,10,0,-,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
35,Gooneratne 2012,placebo,1,placebo,1,2012,0,0,No (National Center for Complementary and Integrative Health (NCCIH); Conflict of interests: none),USA,Once a day,,0,0,0,,Specialistic,1,4,75,6,1,25,Other,8,0,,-10.8000,4.1000,8,PSQI (0-21 the less the better),-,,,,,0,,  ,Low,Low,Low,Low,Low,Unclear,Low,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.90,29.60,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,-10.6,6,8,0,-,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
